epoch,acc,loss,val_acc,val_loss
61,0.9977949,0.017145538,1,3.28E-05
62,0.9966924,0.023580733,1,5.89E-08
63,1,1.54E-05,1,1.75E-05
64,0.9977949,0.012352847,1,0.000248664
65,1,0.000424184,1,2.77E-06
66,0.9988713,0.003239864,1,0.002388312
67,0.9988975,0.001663876,1,5.35E-06
68,1,6.39E-06,1,3.08E-06
69,1,5.39E-06,1,2.46E-06
70,1,4.68E-06,1,1.69E-06
71,1,4.25E-06,1,2.30E-06
72,1,6.67E-06,1,1.97E-06
73,1,3.80E-06,1,1.61E-06
74,1,3.62E-06,1,1.43E-06
75,1,0.000114674,1,2.70E-06
76,1,5.86E-06,1,2.35E-06
77,1,5.33E-06,1,2.22E-06
78,1,1.32E-05,1,1.88E-06
79,1,4.87E-05,1,2.43E-06
80,1,5.75E-06,1,2.60E-06
81,0.9966924,0.008370836,1,0.000282576
82,1,0.000983754,1,0.000138747
83,1,0.00012763,1,5.12E-05
84,1,6.27E-05,1,3.76E-05
85,1,6.43E-05,1,2.92E-05
86,1,3.63E-05,1,2.37E-05
87,1,3.07E-05,1,1.94E-05
88,1,2.67E-05,1,1.81E-05
89,1,2.38E-05,1,1.55E-05
90,0.9988975,0.008143937,1,0.000350759
91,1,0.000760876,1,7.12E-05
92,1,8.18E-05,1,3.89E-05
93,1,5.55E-05,1,2.98E-05
94,1,4.06E-05,1,2.45E-05
95,1,3.43E-05,1,2.04E-05
96,1,3.02E-05,1,1.66E-05
97,1,2.55E-05,1,1.54E-05
98,1,2.18E-05,1,1.35E-05
99,1,1.83E-05,1,1.22E-05
100,1,1.72E-05,1,1.12E-05
101,1,0.000454738,1,1.63E-05
102,0.9989224,0.001519352,1,1.37E-05
103,0.9988975,0.009036474,1,0.000257561
104,1,9.03E-05,1,5.36E-05
105,1,9.93E-05,1,2.68E-05
106,1,6.42E-05,1,1.67E-05
107,1,3.49E-05,1,1.06E-05
108,1,2.57E-05,1,9.94E-06
109,0.9989224,0.002932178,1,0.000137746
110,0.9988975,0.006011291,1,7.56E-05
111,1,8.25E-05,1,5.67E-05
112,1,7.51E-05,1,3.60E-05
113,1,3.95E-05,1,2.18E-05
114,0.9988975,0.001817005,1,3.58E-08
115,1,0.000242361,1,1.34E-08
116,1,0.000293755,1,0
117,1,7.23E-07,1,0
118,1,1.45E-08,1,0
119,1,1.31E-10,1,0
120,1,4.90E-05,1,1.49E-09
121,1,3.94E-10,1,0
122,1,0.000845183,1,1.27E-06
123,0.9977949,0.017935449,1,0.000262385
124,1,0.001958068,1,0.00011925
125,1,0.000154313,1,6.38E-06
126,0.9988975,0.007419182,1,0.00022713
127,1,0.000371728,1,8.90E-05
128,1,0.00060294,1,6.32E-05
129,1,0.000100886,1,3.49E-05
130,1,0.000273537,1,2.13E-05
131,1,6.78E-05,1,8.77E-06
132,1,3.30E-05,1,5.54E-06
133,0.9988975,0.002163291,1,0.003346771
134,1,0.00140893,1,2.68E-05
135,1,4.11E-05,1,1.46E-05
136,1,2.30E-05,1,2.03E-05
137,1,1.83E-05,1,9.05E-06
138,1,1.64E-05,1,7.90E-06
139,1,1.31E-05,1,6.66E-06
140,1,1.19E-05,1,5.90E-06
141,1,1.02E-05,1,5.08E-06
142,1,9.57E-06,1,4.57E-06
143,1,1.22E-05,1,4.45E-06
144,1,8.09E-06,1,3.65E-06
145,0.9988975,0.004093282,1,1.80E-05
146,0.996614,0.021776356,1,0
147,1,0.000858518,1,0.00011275
148,1,8.74E-05,1,2.70E-05
149,1,3.23E-05,1,1.86E-05
150,1,2.44E-05,1,1.30E-05
151,1,0.000162984,1,1.15E-05
152,1,0.000151359,1,0.001934871
153,1,2.32E-05,1,6.81E-06
154,1,2.75E-05,1,7.02E-06
155,1,1.06E-05,1,4.49E-06
156,1,8.40E-06,1,4.76E-06
157,1,0.000676729,1,2.49E-06
158,0.9977949,0.013889078,1,0.003919596
159,0.9977949,0.00971201,1,1.46E-06
160,1,2.08E-05,1,5.22E-09
161,0.99448735,0.031446005,0.99375,0.252962589
162,0.9909707,0.187454242,0.99375,0.006865465
163,0.9988975,0.005945243,1,4.04E-05
164,1,5.91E-05,1,9.52E-06
165,1,6.93E-05,1,7.08E-06
166,1,2.68E-05,1,4.59E-06
167,1,2.01E-05,1,3.89E-06
168,1,1.25E-05,1,3.51E-06
169,1,1.04E-05,1,3.01E-06
170,0.9978448,0.013538097,0.99375,0.020349233
171,0.9966924,0.02533204,1,0.001280484
172,0.9977949,0.008477964,0.99375,0.033981459
173,0.9922823,0.055991155,1,5.90E-05
174,1,2.58E-05,1,2.04E-06
175,0.9988975,0.007005193,1,5.25E-05
176,1,0.000161464,1,3.67E-05
177,1,7.66E-05,1,2.23E-06
178,0.9988975,0.01142149,1,2.89E-06
179,1,0.00059246,1,1.17E-05
180,1,1.05E-05,1,4.47E-08
181,1,3.35E-05,1,7.64E-07
182,1,6.01E-06,1,4.25E-07
183,1,4.43E-06,1,2.31E-07
184,1,3.21E-06,1,2.73E-07
185,1,3.24E-06,1,2.72E-07
186,1,2.30E-05,1,7.75E-08
187,1,7.01E-07,1,4.62E-08
188,0.9989224,0.001273041,1,3.33E-05
189,1,0.002017265,1,1.46E-07
190,0.9988975,0.001605627,1,1.49E-09
191,0.9989224,0.017522217,1,0.00054668
192,1,0.000878515,1,0
193,1,1.51E-05,1,2.73E-06
194,1,5.76E-06,1,1.47E-06
195,1,2.97E-06,1,7.43E-07
196,1,1.72E-06,1,4.98E-07
197,1,6.80E-06,1,5.79E-07
198,1,1.90E-06,1,6.39E-07
199,1,0.00058757,1,7.26E-05
200,1,0.000191597,1,3.27E-05
201,1,5.80E-05,1,1.27E-05
202,1,4.48E-05,1,7.29E-06
203,1,1.89E-05,1,4.89E-06
204,1,1.57E-05,1,5.34E-06
205,1,0.000168094,1,1.14E-06
206,1,3.21E-06,1,8.73E-07
207,1,2.68E-06,1,8.93E-07
208,1,2.74E-06,1,8.16E-07
209,1,8.56E-06,1,7.55E-07
210,1,4.32E-06,1,7.67E-07
211,1,6.15E-06,1,6.74E-07
212,1,2.01E-06,1,6.39E-07
213,1,1.86E-06,1,6.39E-07
214,1,1.71E-06,1,5.72E-07
215,1,6.76E-06,1,5.85E-07
216,1,1.55E-06,1,5.09E-07
217,1,1.39E-06,1,5.05E-07
218,1,1.34E-06,1,5.28E-07
219,1,1.43E-06,1,4.08E-07
220,1,1.22E-06,1,4.42E-07
221,1,1.26E-06,1,3.90E-07
222,1,1.11E-06,1,3.13E-07
223,0.9977949,0.012333456,1,0.005770825
224,1,0.0012477,1,0.000637006
225,1,0.00031259,1,1.45E-06
226,1,5.00E-06,1,7.83E-07
227,1,3.30E-06,1,6.97E-07
228,1,2.92E-06,1,6.41E-07
229,1,3.27E-06,1,5.17E-07
230,1,2.53E-06,1,5.10E-07
231,1,8.53E-06,1,5.62E-07
232,1,2.58E-06,1,5.01E-07
233,1,5.09E-06,1,4.28E-07
234,1,2.39E-06,1,5.19E-07
235,0.9988975,0.003065829,1,7.58E-06
236,1,0.00238458,1,4.22E-06
237,1,6.51E-06,1,1.82E-06
238,1,3.80E-06,1,1.26E-06
239,0.9966924,0.031644631,1,0.005222732
240,1,0.002057221,1,7.50E-05
241,0.99448735,0.018737716,1,0.000480628
242,0.9988975,0.001429438,1,2.15E-06
243,1,3.74E-06,1,8.94E-09
244,1,2.54E-07,1,9.69E-09
245,1,1.36E-07,1,6.71E-09
246,1,1.28E-07,1,1.49E-09
247,1,1.85E-07,1,0
248,1,1.09E-07,1,2.98E-09
249,1,1.63E-07,1,2.98E-09
250,1,1.76E-07,1,0
251,1,1.50E-07,1,6.71E-09
252,1,2.25E-07,1,1.04E-08
253,1,9.35E-08,1,0
254,0.9989224,0.001878172,1,0.000182856
255,1,0.001545294,1,3.84E-05
256,0.9988975,0.005503198,1,7.03E-05
257,0.996614,0.01284293,1,0
258,1,5.46E-07,0.99375,0.057443827
259,0.99448735,0.029497993,1,3.20E-05
260,1,0.000275824,1,0
261,1,6.57E-10,1,0
262,1,0,1,0
263,1,3.86E-07,1,0
264,1,2.63E-10,1,0
265,1,1.35E-10,1,0
266,1,0,1,0
267,1,1.31E-10,1,0
268,1,1.31E-10,1,0
269,1,0,1,0
270,1,0,1,0
271,1,0,1,0
272,1,5.26E-10,1,0
273,1,5.26E-10,1,0
274,1,2.63E-10,1,0
275,1,1.31E-10,1,0
276,1,0,1,0
277,1,1.35E-10,1,0
278,1,0,1,0
279,1,0,1,0
280,1,3.94E-10,1,0
281,0.9978448,0.019497302,1,0.011772033
282,0.9735391,0.129552029,1,6.24E-05
283,0.9977949,0.020375691,1,0.000786628
284,1,0.000712167,1,0.000106933
285,1,8.24E-05,1,2.28E-05
286,1,4.32E-05,1,1.51E-05
287,1,2.96E-05,1,1.17E-05
288,1,2.49E-05,1,9.22E-06
289,1,1.92E-05,1,6.56E-06
290,1,1.43E-05,1,4.98E-06
291,1,1.38E-05,1,3.58E-06
292,1,7.70E-06,1,2.86E-06
293,1,6.40E-06,1,2.10E-06
294,1,5.33E-06,1,1.70E-06
295,1,4.09E-06,1,1.27E-06
296,1,2.98E-06,1,9.86E-07
297,1,2.71E-06,1,7.70E-07
298,1,2.42E-06,1,7.20E-07
299,1,1.88E-06,1,6.37E-07
300,1,1.56E-06,1,4.92E-07
301,1,0.000608011,1,5.16E-06
302,1,2.59E-05,1,6.31E-06
303,1,5.80E-05,1,3.85E-06
304,1,2.62E-05,1,3.39E-06
305,1,1.53E-05,1,2.86E-06
306,1,1.83E-05,1,1.76E-06
307,1,8.70E-06,1,1.73E-06
308,1,1.37E-05,1,0.000134232
309,1,5.93E-06,1,1.48E-06
310,0.9977949,0.004484416,1,2.80E-05
311,1,0.000158944,1,3.63E-06
312,1,3.00E-05,1,1.76E-06
313,1,1.28E-05,1,1.39E-06
314,1,9.96E-06,1,9.21E-07
315,1,6.64E-06,1,6.71E-07
316,1,5.96E-06,1,7.64E-07
317,0.9989224,0.006415188,1,3.99E-05
318,1,0.00070111,1,1.01E-05
319,1,3.65E-05,1,4.19E-06
320,0.99774265,0.008993281,1,9.88E-05
321,1,0.001713367,1,9.61E-05
322,1,0.000124482,1,3.43E-05
323,1,6.75E-05,1,2.31E-05
324,1,4.32E-05,1,1.63E-05
325,1,3.47E-05,1,1.22E-05
326,1,2.69E-05,1,1.04E-05
327,1,2.42E-05,1,8.99E-06
328,1,2.12E-05,1,6.72E-06
329,1,1.87E-05,1,6.96E-06
330,1,1.58E-05,1,5.65E-06
331,1,1.43E-05,1,4.98E-06
332,1,1.34E-05,1,5.23E-06
333,1,1.12E-05,1,3.61E-06
334,1,1.05E-05,1,3.56E-06
335,1,1.04E-05,1,3.45E-06
336,1,1.02E-05,1,2.84E-06
337,0.9988975,0.001215402,1,2.34E-05
338,1,0.000103478,1,3.42E-06
339,1,3.03E-05,1,1.45E-06
340,1,1.16E-05,1,1.00E-06
341,1,1.02E-05,1,7.90E-07
342,1,7.81E-06,1,7.60E-07
343,0.9988975,0.003133704,1,8.48E-06
344,1,0.00019363,1,1.17E-05
345,1,0.000262247,1,0.001631546
346,1,4.24E-06,1,2.82E-07
347,1,0.000137976,1,1.13E-07
348,1,2.98E-05,1,1.52E-07
349,1,1.11E-06,1,8.34E-08
350,1,1.13E-06,1,2.13E-07
351,1,6.93E-06,1,6.78E-08
352,1,8.46E-07,1,4.40E-08
353,1,3.37E-06,1,2.38E-08
354,1,9.30E-07,1,5.14E-08
355,1,6.56E-07,1,3.28E-08
356,1,5.98E-07,1,2.31E-08
357,1,5.76E-07,1,2.09E-08
358,1,1.23E-06,1,4.47E-08
359,1,4.11E-06,1,6.63E-08
360,1,6.50E-07,1,5.59E-08
361,1,5.83E-07,1,2.01E-08
362,1,5.28E-07,1,2.53E-08
363,1,5.72E-07,1,1.86E-08
364,1,8.46E-07,1,2.01E-08
365,1,4.18E-07,1,1.49E-08
366,1,8.89E-07,1,3.50E-08
367,1,3.14E-07,1,7.08E-08
368,1,5.20E-07,1,4.17E-08
369,1,3.74E-07,1,2.24E-08
370,1,5.48E-07,1,1.49E-08
371,1,2.35E-06,1,2.16E-08
372,1,4.35E-07,1,5.59E-08
373,1,3.46E-07,1,2.24E-08
374,1,2.90E-07,1,2.76E-08
375,1,1.63E-05,1,3.28E-08
376,1,2.06E-07,1,2.98E-09
377,1,2.60E-07,1,1.19E-08
378,1,2.15E-07,1,3.73E-09
379,1,2.48E-07,1,1.64E-08
380,1,2.88E-07,1,2.24E-09
381,1,5.63E-07,1,1.79E-08
382,1,3.62E-07,1,6.71E-09
383,1,2.34E-07,1,1.94E-08
384,1,3.98E-07,1,1.64E-08
385,1,2.68E-07,1,1.49E-08
386,1,3.67E-07,1,2.98E-09
387,1,9.42E-08,1,3.73E-09
388,1,1.92E-07,1,3.73E-09
389,1,1.71E-07,1,4.47E-09
390,1,1.31E-07,1,8.20E-09
391,1,2.38E-07,1,2.98E-09
392,1,2.42E-07,1,3.73E-09
393,1,4.51E-07,1,1.79E-08
394,1,2.82E-07,1,1.42E-08
395,1,9.76E-07,1,9.69E-09
396,1,1.12E-07,1,4.47E-09
397,1,1.35E-07,1,5.96E-09
398,1,4.09E-07,1,2.98E-09
399,1,1.92E-07,1,6.71E-09
400,1,7.45E-07,1,2.98E-09
401,1,2.12E-06,1,9.69E-09
402,1,1.47E-07,1,8.94E-09
403,1,7.90E-08,1,7.45E-09
404,1,1.50E-07,1,2.24E-09
405,1,1.10E-07,1,1.49E-09
406,1,8.73E-08,1,7.45E-09
407,1,9.09E-08,1,1.86E-08
408,1,8.52E-08,1,6.71E-09
409,1,1.37E-06,1,1.42E-08
410,1,2.12E-07,1,2.24E-09
411,1,8.03E-08,1,5.96E-09
412,1,1.55E-07,1,3.73E-09
413,1,1.36E-07,1,5.96E-09
414,1,8.24E-07,1,0
415,1,7.79E-08,1,8.94E-09
416,1,2.78E-07,1,1.49E-09
417,1,9.91E-08,1,1.49E-09
418,1,1.14E-07,1,2.98E-09
419,1,7.07E-08,1,7.45E-10
420,1,3.54E-07,1,9.69E-09
421,1,7.99E-08,1,2.98E-09
422,1,3.19E-07,1,1.49E-09
423,1,1.03E-07,1,2.98E-09
424,1,7.22E-08,1,2.98E-09
425,1,1.62E-07,1,5.96E-09
426,1,1.20E-07,1,2.24E-09
427,1,8.00E-08,1,2.24E-09
428,1,5.85E-07,1,2.24E-09
429,1,3.24E-05,1,3.31E-07
430,1,2.63E-05,1,5.59E-07
431,1,4.80E-06,1,2.48E-07
432,1,2.03E-05,1,3.58E-08
433,1,2.12E-06,1,1.64E-08
434,1,1.50E-07,1,4.47E-09
435,1,1.07E-07,1,5.22E-09
436,1,3.76E-07,1,2.24E-09
437,1,1.24E-07,1,1.04E-08
438,1,1.24E-07,1,4.47E-09
439,1,1.42E-07,1,1.49E-09
440,1,1.19E-07,1,7.45E-10
441,1,1.12E-07,1,2.24E-09
442,1,7.56E-08,1,4.47E-09
443,1,1.05E-07,1,1.27E-08
444,1,1.66E-07,1,7.45E-10
445,1,1.10E-07,1,8.20E-09
446,1,7.93E-08,1,1.49E-09
447,1,1.15E-05,1,1.49E-09
448,1,2.18E-08,1,7.45E-10
449,1,2.18E-08,1,7.45E-10
450,1,2.03E-08,1,0
451,1,4.15E-08,1,3.73E-09
452,1,2.91E-08,1,0
453,1,5.22E-06,1,0
454,1,9.77E-08,1,1.49E-09
455,1,6.85E-08,1,3.73E-09
456,1,8.54E-08,1,7.45E-10
457,1,7.55E-08,1,9.69E-09
458,1,1.21E-07,1,3.73E-09
459,1,8.07E-08,1,4.47E-09
460,1,3.58E-06,1,7.45E-10
461,1,2.45E-06,1,1.49E-09
462,1,1.87E-08,1,2.24E-09
463,1,2.03E-08,1,0
464,1,5.32E-08,1,2.98E-09
465,1,1.92E-08,1,1.49E-09
466,1,2.63E-08,1,7.45E-10
467,1,2.80E-08,1,2.98E-09
468,1,4.95E-08,1,0
469,1,2.25E-08,1,7.45E-10
470,1,1.42E-08,1,0
471,1,2.06E-08,1,7.45E-10
472,1,2.35E-08,1,1.49E-09
473,1,2.58E-08,1,0
474,1,3.11E-08,1,7.45E-10
475,1,1.72E-08,1,7.45E-10
476,1,2.47E-07,1,0
477,1,5.49E-08,1,1.49E-09
478,1,2.94E-08,1,7.45E-10
479,1,2.59E-08,1,5.22E-09
480,1,3.90E-08,1,0
481,1,1.76E-08,1,2.24E-09
482,1,7.66E-07,1,0
483,1,2.38E-08,1,2.24E-09
484,1,2.29E-08,1,7.45E-10
485,1,1.20E-08,1,0
486,1,1.98E-08,1,7.45E-10
487,1,1.64E-08,1,0
488,1,1.76E-08,1,0
489,1,6.14E-08,1,0
490,1,1.00E-08,1,0
491,1,3.81E-08,1,1.49E-09
492,1,2.25E-07,1,0
493,1,1.13E-08,1,0
494,1,0.000330843,1,4.91E-05
495,0.99568963,0.027911469,1,0.000269835
496,1,6.01E-05,1,0
497,0.9966924,0.034067511,1,0.000135178
498,0.99558985,0.027834436,1,2.90E-07
499,1,0.000627501,1,9.40E-05
500,1,3.56E-05,1,1.92E-06
501,1,3.14E-06,1,1.01E-06
502,1,2.45E-06,1,8.96E-07
503,0.9988713,0.012667179,1,0.001514453
504,1,0.00038246,1,1.48E-05
505,1,1.26E-05,1,6.12E-06
506,1,7.72E-06,1,4.69E-06
507,1,6.04E-06,1,3.60E-06
508,1,4.72E-06,1,2.82E-06
509,1,3.79E-06,1,2.43E-06
510,1,3.12E-06,1,2.04E-06
511,1,2.74E-06,1,1.76E-06
512,1,2.36E-06,1,1.48E-06
513,1,2.01E-06,1,1.34E-06
514,1,1.75E-06,1,1.22E-06
515,1,1.71E-06,1,1.03E-06
516,1,1.46E-06,1,8.83E-07
517,1,1.24E-06,1,8.49E-07
518,0.99568963,0.03403475,1,0.000337173
519,0.99774265,0.040386164,0.9625,0.170824976
520,0.9922823,0.031468211,1,2.55E-05
521,0.9988975,0.006239885,1,0.000267064
522,1,0.000802018,1,0.000435688
523,1,0.000477911,1,4.42E-06
524,1,6.02E-05,1,5.74E-07
525,0.99448735,0.01838915,1,0.000264757
526,0.9978448,0.007136577,1,0.000457135
527,1,6.80E-05,1,5.81E-08
528,1,9.68E-07,1,2.31E-08
529,1,2.57E-06,1,4.17E-08
530,1,5.12E-05,1,1.10E-07
531,1,4.71E-05,1,1.08E-07
532,1,3.03E-06,1,8.79E-08
533,1,7.43E-07,1,8.72E-08
534,1,1.19E-06,1,9.16E-08
535,0.9988975,0.001004257,1,8.07E-06
536,0.9989224,0.006588153,1,0.000113151
537,1,0.000691741,1,7.18E-05
538,1,0.000233883,1,1.12E-05
539,0.9988975,0.004165057,1,0.000188711
540,1,0.000531983,1,7.52E-05
541,1,0.000141705,1,1.69E-05
542,1,0.000424184,1,7.70E-06
543,1,0.000279378,1,4.68E-06
544,1,1.88E-05,1,8.61E-07
545,1,7.71E-06,1,5.18E-07
546,0.9988975,0.001336942,1,3.86E-05
547,1,0.000640547,1,9.09E-06
548,1,3.90E-05,1,5.09E-06
549,1,4.19E-05,1,3.72E-06
550,1,0.000129896,1,3.35E-06
551,1,1.90E-05,1,3.82E-06
552,1,1.85E-05,1,2.78E-06
553,0.9988975,0.002886969,1,2.22E-05
554,0.9988713,0.002452871,1,0.000230185
555,1,0.000168667,1,3.17E-05
556,1,4.90E-05,1,1.81E-05
557,1,3.82E-05,1,1.42E-05
558,1,2.47E-05,1,1.13E-05
559,1,2.24E-05,1,1.16E-05
560,1,2.11E-05,1,7.85E-06
561,1,1.75E-05,1,6.59E-06
562,1,1.41E-05,1,6.62E-06
563,1,1.47E-05,1,5.42E-06
564,1,1.13E-05,1,6.62E-06
565,1,1.18E-05,1,4.05E-06
566,1,9.70E-06,1,4.33E-06
567,1,8.68E-06,1,3.37E-06
568,1,1.11E-05,1,3.41E-06
569,1,1.18E-05,1,2.91E-06
570,1,6.91E-06,1,3.19E-06
571,1,6.37E-06,1,2.66E-06
572,1,6.21E-06,1,3.45E-06
573,0.9989224,0.00847789,1,7.44E-05
574,1,0.000219045,1,2.84E-05
575,0.9988713,0.001651185,0.99375,0.014149826
576,1,0.000653986,1,1.94E-05
577,1,3.61E-05,1,8.91E-06
578,1,2.59E-05,1,6.40E-06
579,1,1.85E-05,1,4.61E-06
580,1,1.47E-05,1,2.93E-06
581,1,1.17E-05,1,2.91E-06
582,1,8.63E-06,1,1.78E-06
583,1,8.30E-06,1,1.86E-06
584,0.9989224,0.001926769,1,9.49E-05
585,1,0.000143815,1,1.50E-05
586,1,9.63E-05,1,6.88E-06
587,1,3.45E-05,1,3.72E-06
588,1,1.42E-05,1,2.35E-06
589,1,1.15E-05,1,2.78E-06
590,1,9.90E-06,1,2.76E-06
591,1,1.01E-05,1,1.28E-06
592,1,7.47E-06,1,1.32E-06
593,1,1.90E-05,1,1.08E-06
594,1,6.16E-06,1,4.98E-07
595,1,5.64E-06,1,5.48E-07
596,1,4.85E-06,1,3.52E-07
597,1,1.33E-05,1,3.20E-07
598,1,3.32E-06,1,3.84E-07
599,1,4.46E-06,1,3.27E-07
600,1,2.46E-06,1,2.06E-07
601,1,2.65E-06,1,1.76E-07
602,1,3.97E-06,1,2.11E-07
603,1,2.42E-06,1,1.36E-07
604,1,2.09E-06,1,1.32E-07
605,1,1.55E-06,1,1.92E-07
606,1,7.25E-06,1,1.21E-07
607,1,1.44E-05,1,1.45E-07
608,1,1.17E-06,1,1.04E-07
609,1,7.19E-07,1,9.54E-08
610,1,9.76E-07,1,6.41E-08
611,1,7.07E-07,1,5.74E-08
612,1,6.06E-07,1,3.95E-08
613,1,7.78E-07,1,4.10E-08
614,1,7.69E-07,1,4.25E-08
615,1,6.11E-07,1,5.59E-08
616,1,6.92E-07,1,1.02E-07
617,1,6.62E-07,1,3.87E-08
618,1,5.42E-07,1,5.66E-08
619,1,7.20E-07,1,8.49E-08
620,1,9.03E-07,1,4.69E-08
621,1,7.65E-07,1,3.05E-08
622,1,7.86E-07,1,2.83E-08
623,1,6.70E-07,1,1.86E-08
624,1,6.09E-07,1,3.43E-08
625,1,5.40E-07,1,3.28E-08
626,1,5.59E-07,1,3.43E-08
627,1,4.60E-07,1,6.48E-08
628,1,4.52E-07,1,4.77E-08
629,1,1.36E-06,1,2.91E-08
630,1,1.65E-06,1,2.31E-08
631,1,6.27E-07,1,3.50E-08
632,1,3.88E-07,1,1.94E-08
633,1,3.36E-07,1,1.19E-08
634,1,3.22E-07,1,1.12E-08
635,1,3.33E-07,1,1.64E-08
636,1,3.30E-07,1,4.47E-08
637,1,5.75E-07,1,3.13E-08
638,1,3.27E-07,1,1.04E-08
639,1,3.13E-07,1,8.94E-09
640,1,4.65E-07,1,5.22E-09
641,1,2.10E-07,1,1.49E-08
642,1,5.18E-07,1,2.53E-08
643,1,4.74E-07,1,1.34E-08
644,1,5.91E-07,1,3.87E-08
645,1,9.60E-07,1,1.12E-08
646,1,2.18E-07,1,6.71E-09
647,1,2.14E-07,1,1.71E-08
648,1,1.96E-07,1,8.94E-09
649,1,1.99E-07,1,2.31E-08
650,1,2.03E-07,1,8.20E-09
651,1,2.10E-07,1,5.22E-09
652,1,2.37E-07,1,1.79E-08
653,1,2.70E-07,1,4.47E-09
654,1,1.63E-07,1,2.46E-08
655,1,2.32E-07,1,1.42E-08
656,1,1.77E-07,1,8.20E-09
657,1,4.58E-07,1,6.71E-09
658,1,1.95E-07,1,2.16E-08
659,1,1.69E-07,1,1.34E-08
660,1,5.01E-05,1,8.94E-09
661,1,1.38E-05,1,1.16E-07
662,1,2.38E-06,1,7.60E-08
663,1,1.89E-06,1,6.93E-08
664,1,9.39E-07,1,4.25E-08
665,1,9.54E-07,1,5.89E-08
666,1,4.69E-05,1,4.54E-08
667,1,0.000110194,1,0
668,1,0,1,0
669,0.9988975,0.004092579,1,1.37E-05
670,1,0.00201402,1,4.72E-07
671,1,3.69E-06,1,5.96E-08
672,0.98566705,0.190674821,1,0.00282611
673,0.95258623,0.368645417,1,0.000221569
674,0.99774265,0.005804157,1,0.00050776
675,1,0.000715012,1,1.68E-05
676,0.9988975,0.006291683,1,3.72E-05
677,1,0.000774261,1,1.69E-05
678,1,0.000528638,1,1.86E-05
679,1,0.001264821,1,2.20E-05
680,1,0.000124813,1,5.55E-06
681,1,7.91E-05,1,4.31E-06
682,1,0.000164959,1,3.33E-06
683,1,6.34E-05,1,2.87E-06
684,1,0.000131828,1,8.46E-06
685,1,4.27E-05,1,2.06E-06
686,1,8.57E-05,1,1.41E-06
687,1,7.09E-05,1,1.21E-06
688,1,6.23E-05,1,2.00E-06
689,0.9978448,0.006202528,1,0.000103275
690,0.9988975,0.008093385,1,0.000329938
691,0.9988975,0.002240094,1,1.48E-05
692,0.9988975,0.00174596,1,0.000138039
693,1,0.000924657,1,4.43E-05
694,1,0.000290443,1,1.62E-05
695,1,0.000322964,1,3.18E-05
696,1,6.95E-05,1,7.92E-06
697,1,0.000106323,1,4.88E-06
698,1,4.47E-05,1,3.82E-06
699,1,0.000161171,1,3.78E-06
700,1,4.09E-05,1,2.63E-06
701,0.9989224,0.006142207,1,8.11E-06
702,1,0.000818808,1,3.22E-05
703,0.9988975,0.005935087,1,4.13E-05
